0,5.000000000E-02,5.960554452E-02,-2.995732274E+00,-2.820006680E+00,0.000000000E+00
1,2.500000000E-02,2.443310890E-02,-3.688879454E+00,-3.711816144E+00,-1.286609091E+00
2,1.250000000E-02,1.356825846E-02,-4.382026635E+00,-4.300022151E+00,-8.486018887E-01
3,6.250000000E-03,6.882178037E-03,-5.075173815E+00,-4.978820102E+00,-9.792984379E-01
4,3.125000000E-03,2.969314131E-03,-5.768320996E+00,-5.819424285E+00,-1.212735486E+00
5,1.562500000E-03,2.273725091E-03,-6.461468176E+00,-6.086335783E+00,-3.850718950E-01
6,7.812500000E-04,6.883937361E-04,-7.154615357E+00,-7.281149593E+00,-1.723751958E+00
7,3.906250000E-04,6.991777145E-04,-7.847762537E+00,-7.265605607E+00,2.242523136E-02
8,1.953125000E-04,2.851960596E-04,-8.540909718E+00,-8.162333686E+00,-1.293705153E+00
9,9.765625000E-05,1.304691825E-04,-9.234056899E+00,-8.944373509E+00,-1.128244974E+00
