0,1.000000000E-01,5.091988157E-01,-2.302585093E+00,-6.749167381E-01,0.000000000E+00
1,5.000000000E-02,5.127893235E-02,-2.995732274E+00,-2.970475287E+00,-3.311790934E+00
2,2.500000000E-02,4.643809251E-02,-3.688879454E+00,-3.069635197E+00,-1.430575114E-01
3,1.250000000E-02,3.891765231E-02,-4.382026635E+00,-3.246307345E+00,-2.548840307E-01
4,6.250000000E-03,2.769769107E-02,-5.075173815E+00,-3.586406224E+00,-4.906589670E-01
5,3.125000000E-03,8.547855598E-03,-5.768320996E+00,-4.762074835E+00,-1.696131274E+00
6,1.562500000E-03,1.155612184E-03,-6.461468176E+00,-6.763125046E+00,-2.886905217E+00
7,7.812500000E-04,1.580256386E-03,-7.154615357E+00,-6.450168176E+00,4.515013255E-01
8,3.906250000E-04,2.199551150E-04,-7.847762537E+00,-8.422087055E+00,-2.844877588E+00
9,1.953125000E-04,6.283891214E-04,-8.540909718E+00,-7.372350963E+00,1.514449054E+00
